species,acoustic_index,temporal_pearson_r,temporal_pearson_p,temporal_spearman_r,temporal_spearman_p,circadian_r,circadian_p,best_lag,best_lag_r,best_lag_p,max_correlation
Spotted seatrout,Bottlenose dolphin burst pulses,-0.024277951590853532,0.10864186356552062,-0.03654037581414431,0.015730904484546532,-0.1832473133310849,0.5686300484325206,0.0,-0.053175351990842945,0.00044028850303052755,0.1832473133310849
Spotted seatrout,Bottlenose dolphin burst pulses,-0.024277951590853532,0.10864186356552062,-0.03654037581414431,0.015730904484546532,-0.1832473133310849,0.5686300484325206,0.0,-0.019645966020099458,0.1942792631662672,0.1832473133310849
Spotted seatrout,Bottlenose dolphin whistles,-0.018396065426429707,0.22415013483093535,-0.01471218895174722,0.33099317314088395,-0.37774959419365334,0.22603689043425756,0.0,-0.018396065426429707,0.22415013483093535,0.37774959419365334
Spotted seatrout,Bottlenose dolphin whistles,-0.018396065426429707,0.22415013483093535,-0.01471218895174722,0.33099317314088395,-0.37774959419365334,0.22603689043425756,6.0,-0.051905464913526586,0.0006074449106665846,0.37774959419365334
Spotted seatrout,Bottlenose dolphin whistles,-0.018396065426429707,0.22415013483093535,-0.01471218895174722,0.33099317314088395,-0.37774959419365334,0.22603689043425756,1.0,-0.015813323877064016,0.2961880954431954,0.37774959419365334
Spotted seatrout,Bottlenose dolphin whistles,-0.018396065426429707,0.22415013483093535,-0.01471218895174722,0.33099317314088395,-0.2733187287034125,0.39002906744761845,0.0,-0.018396065426429707,0.22415013483093535,0.2733187287034125
Spotted seatrout,Bottlenose dolphin whistles,-0.018396065426429707,0.22415013483093535,-0.01471218895174722,0.33099317314088395,-0.2733187287034125,0.39002906744761845,6.0,-0.051905464913526586,0.0006074449106665846,0.2733187287034125
Spotted seatrout,Bottlenose dolphin whistles,-0.018396065426429707,0.22415013483093535,-0.01471218895174722,0.33099317314088395,-0.2733187287034125,0.39002906744761845,1.0,-0.015813323877064016,0.2961880954431954,0.2733187287034125
Spotted seatrout,Bottlenose dolphin whistles,-0.018396065426429707,0.22415013483093535,-0.01471218895174722,0.33099317314088395,-0.539874439140518,0.07001422679349326,0.0,-0.018396065426429707,0.22415013483093535,0.539874439140518
Spotted seatrout,Bottlenose dolphin whistles,-0.018396065426429707,0.22415013483093535,-0.01471218895174722,0.33099317314088395,-0.539874439140518,0.07001422679349326,6.0,-0.051905464913526586,0.0006074449106665846,0.539874439140518
Spotted seatrout,Bottlenose dolphin whistles,-0.018396065426429707,0.22415013483093535,-0.01471218895174722,0.33099317314088395,-0.539874439140518,0.07001422679349326,1.0,-0.015813323877064016,0.2961880954431954,0.539874439140518
Spotted seatrout,ZCR,-0.29894001299982603,7.142259894389289e-91,-0.2798531339841186,2.0633126915035474e-79,-0.8359052620917987,0.0007064757260428775,0.0,-0.29894001299982603,7.142259894389289e-91,0.8359052620917987
Spotted seatrout,ZCR,-0.29894001299982603,7.142259894389289e-91,-0.2798531339841186,2.0633126915035474e-79,-0.8359052620917987,0.0007064757260428775,0.0,-0.40945135114087594,4.133957566381751e-176,0.8359052620917987
Spotted seatrout,ZCR,-0.29894001299982603,7.142259894389289e-91,-0.2798531339841186,2.0633126915035474e-79,-0.8359052620917987,0.0007064757260428775,1.0,-0.18847534014871387,3.380460007754871e-36,0.8359052620917987
