species,acoustic_index,pearson_r,pearson_p,spearman_r,spearman_p,station
Bottlenose dolphin echolocation,ACTtCount,-0.031549753481499465,0.03706275180593891,-0.01167454395166059,0.4404782036264193,14M
Bottlenose dolphin echolocation,ACTtMean,-0.05598111370727263,0.00021417398204342687,-0.027622231007581176,0.067940326287458,14M
Bottlenose dolphin echolocation,EVNtFraction,-0.021005188457052636,0.16513507119127416,-0.027498835099464627,0.06917964510502174,14M
Bottlenose dolphin echolocation,EVNtMean,-0.015185526888665507,0.3156703487544401,-0.015672218835696524,0.30040869765142986,14M
Bottlenose dolphin echolocation,EVNtCount,-0.02463027344308196,0.10360620333925963,-0.01204028003978535,0.42629167124613043,14M
Bottlenose dolphin echolocation,MEANf,-0.007569261033052915,0.6169885746426047,-0.013520714310632361,0.3716534246653945,14M
Bottlenose dolphin echolocation,VARf,0.04767828554399442,0.0016216244178620398,-0.019080776397641528,0.20737424364407556,14M
Bottlenose dolphin echolocation,SKEWf,0.03168451996071937,0.03626148452876924,-0.013446652895729593,0.3742791231926631,14M
Bottlenose dolphin echolocation,KURTf,0.029728231531054264,0.04945640017457773,-0.01401015030835888,0.35458989461227497,14M
Bottlenose dolphin echolocation,NBPEAKS,0.02418963383776344,0.10993403815825585,-0.0056779790004754,0.7075429200959076,14M
Bottlenose dolphin echolocation,LEQf,-0.00963908461699709,0.5241979787068005,-0.01646732192420274,0.2765502899786966,14M
Bottlenose dolphin echolocation,ENRf,-0.009639084604583967,0.5241979792411084,-0.01646732192420274,0.2765502899786966,14M
Bottlenose dolphin echolocation,BGNf,0.012274576710951779,0.4173452656258178,-0.0017943911042127142,0.905624765158603,14M
Bottlenose dolphin echolocation,SNRf,-0.03765511385504222,0.01281647057995624,-0.026105631724029892,0.08450161886156687,14M
Bottlenose dolphin echolocation,Hf,-0.03174332854311206,0.035916485516991954,0.020418049356285124,0.1772725480468262,14M
Bottlenose dolphin echolocation,EAS,0.039619079859437696,0.008825590205793469,0.028844294261211673,0.05662493650304903,14M
Bottlenose dolphin echolocation,ECU,0.03027459879594622,0.04541828420588116,0.016661406787584102,0.27092811316624377,14M
Bottlenose dolphin echolocation,ECV,0.0380395755242044,0.011928308864258564,0.016834891747479864,0.2659693737672938,14M
Bottlenose dolphin echolocation,EPS,-0.015543932366380844,0.3043829521186553,0.0033484224101024817,0.8249076257919791,14M
Bottlenose dolphin echolocation,EPS_KURT,-0.019474244246166887,0.19815600995865362,-0.012304431952756911,0.4162132710149322,14M
Bottlenose dolphin echolocation,EPS_SKEW,-0.017361770784825252,0.2512939400839457,-0.012953816157712801,0.39204227917085643,14M
Bottlenose dolphin echolocation,ACI,0.03815665221797129,0.01166890268634692,0.047832529741366044,0.0015658328731914819,14M
